frame_id,track_id,x,y,z
0,0,-0.48400020599365234,-0.024000167846679688,-1.2676666676998138
0,1,-12.363500118255615,8.95900011062622,-1.354999989271164
0,2,25.07800006866455,8.33400011062622,-0.7634999752044678
0,3,18.920499801635742,-9.60699987411499,-0.04349997639656067
0,4,-7.672499895095825,6.293499946594238,-1.9516666531562805
0,5,16.519500732421875,-9.756749868392944,0.679500013589859
0,6,-8.000499963760376,9.104000091552734,-1.3220000167687733
0,7,18.04450035095215,-1.6497500240802765,-1.4114999771118164
0,8,-14.334249496459961,-1.7319999625906348,-1.8255000114440918
0,9,-17.3125,-1.5290000215172768,-1.8720000088214874
0,10,6.754166762034098,8.676500002543131,-1.8446666995684304
0,11,24.487500190734863,-9.559500217437744,-0.007499992847442627
0,12,-16.6899995803833,-3.1384999752044678,-1.873750001192093
0,13,17.39400005340576,-9.010499954223633,-1.2580000162124634
0,14,9.67983325322469,3.6338333288828535,-1.631666660308838
0,15,-9.259250164031982,5.024749934673309,-1.9370833535989127
0,16,11.28600025177002,3.5249167283376055,-1.626249998807907
0,17,10.191500345865887,0.42358333865801495,-1.6036667029062905
0,18,10.069833358128864,8.378583192825317,-1.819166660308838
0,19,-10.058666706085205,4.415916681289673,-1.9368333220481873
0,20,8.157291809717814,7.736000160376231,-1.7892083277304969
0,21,10.800999879837036,8.246749877929688,-1.7952499687671661
1,0,-1.13620322556219,-0.009365508173919781,-1.2814879708903875
1,2,23.753349835671546,8.33643922057168,-0.7927686476136405
1,3,17.652191473181105,-9.5704141553584,-0.08447608142466384
1,6,-9.337101742443604,9.106927209572348,-1.3249268537224086
1,7,16.929851762147603,-2.1765856767706264,-1.461744513847606
1,10,5.880212997626855,7.945881338898736,-1.8415771981027094
1,13,17.71741868181382,-9.002695081525752,-1.2755611542374374
1,15,-9.1662814857203,4.908529016868131,-1.9295223007914342
1,18,9.06217879503505,7.89882140064286,-1.8027436650421258
1,21,11.230110868949648,6.891042435826005,-1.739883469785498
1,22,22.842000007629395,-9.624500274658203,0.000500023365020752
1,23,22.923500061035156,0.04400002956390381,-1.4880000352859497
1,24,-13.912000179290771,8.915000200271606,-1.3805000185966492
1,25,8.5956249833107,6.792625069618225,-1.7547499686479568
1,26,13.444999694824219,5.097750127315521,-1.6496666868527732
1,27,-10.256499926249187,3.3887500365575156,-1.8952499826749167
1,28,14.097249984741211,3.559000015258789,-1.606249988079071
1,29,-12.249500036239624,2.8509165942668915,-1.8927500049273172
2,0,-1.0196523511021023,-0.00015497929376091226,-1.2896476483294552
2,2,22.430032649455118,8.417940648659702,-0.8088788082625095
2,3,16.374134658259937,-9.566801191501028,-0.1701714863879289
2,4,-8.874776034810013,5.626499356478954,-1.9283579561425133
2,6,-10.59574026179443,9.109878519654892,-1.316091400826955
2,9,-16.36414442003241,-2.524220437402225,-1.8239799498355722
2,10,5.343885198541583,8.75047201961382,-1.8904245226337175
2,16,11.386743164792271,4.118154499876647,-1.6688245116752123
2,18,8.46760188392618,7.261945328880808,-1.790496738835241
2,19,-10.688208485618496,3.2720980948245546,-1.8721464562914651
2,22,21.67857154597892,-9.552304388080673,-0.0702325949606112
2,24,-14.560788537978196,9.016952716449829,-1.3941587202726835
2,26,14.282815119977233,6.035322439374138,-1.7097487072915192
2,30,10.60574984550476,2.260000016540289,-1.6345000068346658
2,31,9.494333426157635,6.822166760762532,-1.7579999963442485
2,32,29.036999702453613,8.102499961853027,-1.406499981880188
2,33,17.940499305725098,-0.6585000157356262,-1.5704999566078186
2,34,-16.977250576019287,-4.219499886035919,-1.823749989271164
3,0,-1.1106360933868027,-0.012659097844599227,-1.4606747622083762
3,1,-11.871458201030064,9.067458458367767,-1.3346018939291797
3,2,21.062249479276563,8.59072748044338,-0.8708282062358098
3,3,15.005653576545752,-9.520042806339951,-0.18603426915394386
3,4,-8.94257792573148,5.028721710132237,-1.9177194946260543
3,7,16.537128441659785,-2.1121632730409976,-1.5291108018454953
3,13,19.34758796855723,-8.941951705614985,-1.388827698371392
3,14,10.68796321924902,2.7342444457345354,-1.6414511130282314
3,18,6.741262106903184,6.747602480181326,-1.810934222353438
3,19,-11.328659597592315,2.4475683142838296,-1.8504671654866462
3,20,9.375414024821932,7.300426089397014,-1.8005267807823324
3,22,20.397189075129113,-9.464246785222901,-0.11451969014080389
3,24,-15.302860975823574,8.96167895902196,-1.430812914656205
3,26,14.538794711898626,6.819927519269752,-1.7704904274588584
3,32,27.79747222005769,7.8722534259896575,-1.4372321042649516
3,35,16.976999282836914,4.148750066757202,-1.6357499659061432
3,36,11.87233336766561,1.5540000099378328,-1.6468333204587302
3,37,-5.463499993085861,7.97124981880188,-1.2933750078082085
3,38,6.5298749804496765,8.587250053882599,-1.8923750072717667
3,39,-13.383249998092651,1.9312500357627869,-1.8805833359559379
3,40,7.119083404541016,8.70633347829183,-1.8881666660308838
3,41,-9.23787506421407,6.253416637579599,-1.9484583536783853
3,42,-13.853000164031982,4.509999990463257,-1.9432500004768372
3,43,-9.83799986044566,6.185499966144562,-1.9479583203792572
3,44,-16.213500022888184,1.092749997973442,-1.8820000290870667
4,0,-1.2474503651178128,-0.008753398446892203,-1.3823561605394032
4,2,19.621928274326628,8.328129868036955,-0.8509331840647357
4,3,13.619637427362024,-9.506506243222608,-0.2249906701861814
4,4,-9.177726411996161,4.538639773030715,-1.8813461121664332
4,6,-13.301239780836552,9.047965203287111,-1.330650215810898
4,7,16.607830163831267,-1.7804224222182767,-1.5373787251211215
4,19,-11.103164811655322,0.9792285295683376,-1.84829213770309
4,20,9.220088490246614,8.03729077080895,-1.8317973005121695
4,22,19.037179536533426,-9.18575881697561,-0.26094221779770377
4,24,-16.52473066187949,8.865946567500185,-1.4273592587003232
4,27,-10.08502369940917,3.3982857698678983,-1.8649845610929465
4,29,-12.055718100836605,3.37314102989965,-1.8803121761488077
4,32,26.538269602328082,8.222483752876634,-1.4448799900213567
4,35,17.947987877991302,3.882405238695577,-1.6259937587306303
4,37,-5.171984266426899,7.979396452222551,-1.944821963286702
4,38,6.145016705391176,8.9535959124507,-1.894131121074264
4,39,-13.901060990506064,3.245818819783479,-1.917169151631832
